symbol,date,adj_close
AAPL,2008-03-18,3.9834091663360596
AAPL,2008-03-19,3.8889365196228027
AAPL,2008-03-20,3.996906280517578
AAPL,2008-03-24,4.184650897979736
AAPL,2008-03-25,4.228137016296387
AAPL,2008-03-26,4.350500583648682
AAPL,2008-03-27,4.206242561340332
AAPL,2008-03-28,4.289018630981445
AAPL,2008-03-31,4.303714752197266
AAPL,2008-04-01,4.484560966491699
AAPL,2008-04-02,4.423378944396973
AAPL,2008-04-03,4.546940803527832
AAPL,2008-04-04,4.591028213500977
AAPL,2008-04-07,4.675303936004639
AAPL,2008-04-08,4.583830833435059
AAPL,2008-04-09,4.541843891143799
AAPL,2008-04-10,4.635116100311279
AAPL,2008-04-11,4.4128828048706055
AAPL,2008-04-14,4.432075500488281
AAPL,2008-04-15,4.450070858001709
AAPL,2008-04-16,4.60962438583374
AAPL,2008-04-17,4.633317470550537
AAPL,2008-04-18,4.829758167266846
AAPL,2008-04-21,5.0432939529418945
AAPL,2008-04-22,4.804565906524658
AAPL,2008-04-23,4.885241985321045
AAPL,2008-04-24,5.066686630249023
AAPL,2008-04-25,5.0903801918029785
AAPL,2008-04-28,5.165657997131348
AAPL,2008-04-29,5.249932765960693
AAPL,2008-04-30,5.216942310333252
AAPL,2008-05-01,5.398387432098389
AAPL,2008-05-02,5.426578044891357
AAPL,2008-05-05,5.54024600982666
AAPL,2008-05-06,5.5981268882751465
AAPL,2008-05-07,5.476065635681152
AAPL,2008-05-08,5.550142288208008
AAPL,2008-05-09,5.501855850219727
AAPL,2008-05-12,5.643115043640137
AAPL,2008-05-13,5.697098731994629
AAPL,2008-05-14,5.586131572723389
AAPL,2008-05-15,5.690201282501221
AAPL,2008-05-16,5.626918315887451
AAPL,2008-05-19,5.506356716156006
AAPL,2008-05-20,5.575335502624512
AAPL,2008-05-21,5.3441033363342285
AAPL,2008-05-22,5.309915065765381
AAPL,2008-05-23,5.433475494384766
AAPL,2008-05-27,5.591231822967529
AAPL,2008-05-28,5.6086249351501465
AAPL,2008-05-29,5.59902811050415
AAPL,2008-05-30,5.66080904006958
AAPL,2008-06-02,5.581332206726074
AAPL,2008-06-03,5.559439182281494
AAPL,2008-06-04,5.554039478302002
AAPL,2008-06-05,5.681203842163086
AAPL,2008-06-06,5.5675368309021
AAPL,2008-06-09,5.4466729164123535
AAPL,2008-06-10,5.5675368309021
AAPL,2008-06-11,5.422679901123047
AAPL,2008-06-12,5.1962480545043945
AAPL,2008-06-13,5.169556140899658
AAPL,2008-06-16,5.303615093231201
AAPL,2008-06-17,5.441275596618652
AAPL,2008-06-18,5.360899448394775
AAPL,2008-06-19,5.425377368927002
AAPL,2008-06-20,5.256531238555908
AAPL,2008-06-23,5.193248748779297
AAPL,2008-06-24,5.195947170257568
AAPL,2008-06-25,5.3201117515563965
AAPL,2008-06-26,5.046292304992676
AAPL,2008-06-27,5.101177215576172
AAPL,2008-06-30,5.021700382232666
AAPL,2008-07-01,5.238835334777832
AAPL,2008-07-02,5.043894290924072
AAPL,2008-07-03,5.102076530456543
AAPL,2008-07-07,5.253230094909668
AAPL,2008-07-08,5.384893417358398
AAPL,2008-07-09,5.225939750671387
AAPL,2008-07-10,5.297317028045654
AAPL,2008-07-11,5.175853729248047
AAPL,2008-07-14,5.21484375
AAPL,2008-07-15,5.087679386138916
AAPL,2008-07-16,5.182751655578613
AAPL,2008-07-17,5.152760982513428
AAPL,2008-07-18,4.95302152633667
AAPL,2008-07-21,4.987210750579834
AAPL,2008-07-22,4.859150409698486
AAPL,2008-07-23,4.986310005187988
AAPL,2008-07-24,4.769475936889648
AAPL,2008-07-25,4.862147808074951
AAPL,2008-07-28,4.630618095397949
AAPL,2008-07-29,4.710992336273193
AAPL,2008-07-30,4.794967174530029
AAPL,2008-07-31,4.76707649230957
AAPL,2008-08-01,4.698395729064941
AAPL,2008-08-04,4.595526218414307
AAPL,2008-08-05,4.81776237487793
AAPL,2008-08-06,4.924230575561523
AAPL,2008-08-07,4.905636310577393
AAPL,2008-08-08,5.084981918334961
AAPL,2008-08-11,5.205245494842529
AAPL,2008-08-12,5.300317287445068
AAPL,2008-08-13,5.377396106719971
AAPL,2008-08-14,5.377993583679199
AAPL,2008-08-15,5.270627021789551
AAPL,2008-08-18,5.260129928588867
AAPL,2008-08-19,5.204346656799316
AAPL,2008-08-20,5.27362585067749
AAPL,2008-08-21,5.227138996124268
AAPL,2008-08-22,5.302116394042969
AAPL,2008-08-25,5.174954414367676
AAPL,2008-08-26,5.207644939422607
AAPL,2008-08-27,5.238534927368164
AAPL,2008-08-28,5.210644721984863
AAPL,2008-08-29,5.0843825340271
AAPL,2008-09-02,4.984212875366211
AAPL,2008-09-03,5.007303714752197
AAPL,2008-09-04,4.8351569175720215
AAPL,2008-09-05,4.8039655685424805
AAPL,2008-09-08,4.73618745803833
AAPL,2008-09-09,4.549039840698242
AAPL,2008-09-10,4.546940803527832
AAPL,2008-09-11,4.578132152557373
AAPL,2008-09-12,4.466865062713623
AAPL,2008-09-15,4.209543704986572
AAPL,2008-09-16,4.195146083831787
AAPL,2008-09-17,3.833754777908325
AAPL,2008-09-18,4.021498680114746
AAPL,2008-09-19,4.226037502288818
AAPL,2008-09-22,3.930328607559204
AAPL,2008-09-23,3.8040642738342285
AAPL,2008-09-24,3.8601484298706055
AAPL,2008-09-25,3.9567177295684814
AAPL,2008-09-26,3.8460514545440674
AAPL,2008-09-29,3.1568570137023926
AAPL,2008-09-30,3.4087820053100586
AAPL,2008-10-01,3.272623062133789
AAPL,2008-10-02,3.0021040439605713
AAPL,2008-10-03,2.9112303256988525
AAPL,2008-10-06,2.943321466445923
AAPL,2008-10-07,2.674001693725586
AAPL,2008-10-08,2.6928958892822266
AAPL,2008-10-09,2.661404609680176
AAPL,2008-10-10,2.903132915496826
AAPL,2008-10-13,3.3068132400512695
AAPL,2008-10-14,3.1214678287506104
AAPL,2008-10-15,2.9376237392425537
AAPL,2008-10-16,3.055788516998291
AAPL,2008-10-17,2.9211270809173584
AAPL,2008-10-20,2.952317714691162
AAPL,2008-10-21,2.7438805103302
AAPL,2008-10-22,2.9052319526672363
AAPL,2008-10-23,2.9460208415985107
AAPL,2008-10-24,2.8905365467071533
AAPL,2008-10-27,2.7618753910064697
AAPL,2008-10-28,2.996403694152832
AAPL,2008-10-29,3.135563611984253
AAPL,2008-10-30,3.3302054405212402
AAPL,2008-10-31,3.2267367839813232
AAPL,2008-11-03,3.2078421115875244
AAPL,2008-11-04,3.3287062644958496
AAPL,2008-11-05,3.0980756282806396
AAPL,2008-11-06,2.9721124172210693
AAPL,2008-11-07,2.9463205337524414
AAPL,2008-11-10,2.8755412101745605
AAPL,2008-11-11,2.842252254486084
AAPL,2008-11-12,2.7027926445007324
AAPL,2008-11-13,2.892336845397949
AAPL,2008-11-14,2.7063913345336914
AAPL,2008-11-17,2.643411874771118
AAPL,2008-11-18,2.6964943408966064
AAPL,2008-11-19,2.5879273414611816
AAPL,2008-11-20,2.4139792919158936
AAPL,2008-11-21,2.4766604900360107
AAPL,2008-11-24,2.787667751312256
AAPL,2008-11-25,2.723186492919922
AAPL,2008-11-26,2.849149703979492
AAPL,2008-11-28,2.7792699337005615
AAPL,2008-12-01,2.667102575302124
AAPL,2008-12-02,2.7732717990875244
AAPL,2008-12-03,2.8761415481567383
AAPL,2008-12-04,2.7414824962615967
AAPL,2008-12-05,2.8191580772399902
AAPL,2008-12-08,2.9907069206237793
AAPL,2008-12-09,3.0009031295776367
AAPL,2008-12-10,2.9454197883605957
AAPL,2008-12-11,2.849149703979492
AAPL,2008-12-12,2.9472203254699707
AAPL,2008-12-15,2.841651678085327
AAPL,2008-12-16,2.8620448112487793
AAPL,2008-12-17,2.674001693725586
AAPL,2008-12-18,2.682100534439087
AAPL,2008-12-19,2.6991939544677734
AAPL,2008-12-22,2.57143235206604
AAPL,2008-12-23,2.5906271934509277
AAPL,2008-12-24,2.5504391193389893
AAPL,2008-12-26,2.573530673980713
AAPL,2008-12-29,2.5975241661071777
AAPL,2008-12-30,2.5879273414611816
AAPL,2008-12-31,2.559734582901001
AAPL,2009-01-02,2.721686363220215
AAPL,2009-01-05,2.836552619934082
AAPL,2009-01-06,2.789767026901245
AAPL,2009-01-07,2.7294843196868896
AAPL,2009-01-08,2.7801690101623535
AAPL,2009-01-09,2.7165889739990234
AAPL,2009-01-12,2.6590065956115723
AAPL,2009-01-13,2.630514621734619
AAPL,2009-01-14,2.5591349601745605
AAPL,2009-01-15,2.5006532669067383
AAPL,2009-01-16,2.4691617488861084
AAPL,2009-01-20,2.345299243927002
AAPL,2009-01-21,2.4841580390930176
AAPL,2009-01-22,2.6500086784362793
AAPL,2009-01-23,2.6500086784362793
AAPL,2009-01-26,2.688397169113159
AAPL,2009-01-27,2.72108793258667
AAPL,2009-01-28,2.8251559734344482
AAPL,2009-01-29,2.7891669273376465
AAPL,2009-01-30,2.7030937671661377
AAPL,2009-02-02,2.744479179382324
AAPL,2009-02-03,2.7885665893554688
AAPL,2009-02-04,2.805662155151367
AAPL,2009-02-05,2.8929355144500732
AAPL,2009-02-06,2.9907069206237793
AAPL,2009-02-09,3.0743818283081055
AAPL,2009-02-10,2.9340240955352783
AAPL,2009-02-11,2.903733015060425
AAPL,2009-02-12,2.9772112369537354
AAPL,2009-02-13,2.973912477493286
AAPL,2009-02-17,2.8350515365600586
AAPL,2009-02-18,2.8302550315856934
AAPL,2009-02-19,2.718388795852661
AAPL,2009-02-20,2.735183000564575
AAPL,2009-02-23,2.6077210903167725
AAPL,2009-02-24,2.706691265106201
AAPL,2009-02-25,2.7339844703674316
AAPL,2009-02-26,2.674900531768799
AAPL,2009-02-27,2.6785004138946533
AAPL,2009-03-02,2.6374120712280273
AAPL,2009-03-03,2.65030837059021
AAPL,2009-03-04,2.7342827320098877
AAPL,2009-03-05,2.6644046306610107
AAPL,2009-03-06,2.558236837387085
AAPL,2009-03-09,2.4925553798675537
AAPL,2009-03-10,2.6581063270568848
AAPL,2009-03-11,2.779569387435913
AAPL,2009-03-12,2.889636993408203
AAPL,2009-03-13,2.877039670944214
AAPL,2009-03-16,2.8617444038391113
AAPL,2009-03-17,2.9889070987701416
AAPL,2009-03-18,3.0446910858154297
AAPL,2009-03-19,3.0476903915405273
AAPL,2009-03-20,3.0467898845672607
AAPL,2009-03-23,3.228835344314575
AAPL,2009-03-24,3.194045305252075
AAPL,2009-03-25,3.1937456130981445
AAPL,2009-03-26,3.295117139816284
AAPL,2009-03-27,3.204542398452759
AAPL,2009-03-30,3.1337642669677734
AAPL,2009-03-31,3.152658700942993
AAPL,2009-04-01,3.2597265243530273
AAPL,2009-04-02,3.3802905082702637
AAPL,2009-04-03,3.478661060333252
AAPL,2009-04-06,3.5524380207061768
AAPL,2009-04-07,3.448969841003418
AAPL,2009-04-08,3.488558530807495
AAPL,2009-04-09,3.586029291152954
AAPL,2009-04-13,3.605523109436035
AAPL,2009-04-14,3.54824161529541
AAPL,2009-04-15,3.528146982192993
AAPL,2009-04-16,3.6424126625061035
AAPL,2009-04-17,3.7014942169189453
AAPL,2009-04-20,3.613920211791992
AAPL,2009-04-21,3.6517093181610107
AAPL,2009-04-22,3.644211530685425
AAPL,2009-04-23,3.760875940322876
AAPL,2009-04-24,3.7158901691436768
AAPL,2009-04-27,3.740781545639038
AAPL,2009-04-28,3.7158901691436768
AAPL,2009-04-29,3.753080129623413
AAPL,2009-04-30,3.773770809173584
AAPL,2009-05-01,3.8160603046417236
AAPL,2009-05-04,3.9609177112579346
AAPL,2009-05-05,3.9801108837127686
AAPL,2009-05-06,3.973815679550171
AAPL,2009-05-07,3.8706438541412354
AAPL,2009-05-08,3.874542474746704
AAPL,2009-05-11,3.8859386444091797
AAPL,2009-05-12,3.7314860820770264
AAPL,2009-05-13,3.583629846572876
AAPL,2009-05-14,3.6873981952667236
AAPL,2009-05-15,3.6715025901794434
AAPL,2009-05-18,3.798365354537964
AAPL,2009-05-19,3.8223588466644287
AAPL,2009-05-20,3.7749738693237305
AAPL,2009-05-21,3.7242891788482666
AAPL,2009-05-22,3.673903226852417
AAPL,2009-05-26,3.922229290008545
AAPL,2009-05-27,3.990307331085205
AAPL,2009-05-28,4.050890922546387
AAPL,2009-05-29,4.073083877563477
AAPL,2009-06-01,4.1792521476745605
AAPL,2009-06-02,4.183450222015381
AAPL,2009-06-03,4.227239608764648
AAPL,2009-06-04,4.310912609100342
AAPL,2009-06-05,4.338804721832275
AAPL,2009-06-08,4.314210891723633
AAPL,2009-06-09,4.280322551727295
AAPL,2009-06-10,4.206242561340332
AAPL,2009-06-11,4.19724702835083
AAPL,2009-06-12,4.107873916625977
AAPL,2009-06-15,4.081480979919434
AAPL,2009-06-16,4.0892791748046875
AAPL,2009-06-17,4.066186904907227
AAPL,2009-06-18,4.0751824378967285
AAPL,2009-06-19,4.183151721954346
AAPL,2009-06-22,4.119870185852051
AAPL,2009-06-23,4.019099712371826
AAPL,2009-06-24,4.085379123687744
AAPL,2009-06-25,4.194548606872559
AAPL,2009-06-26,4.271923542022705
AAPL,2009-06-29,4.2578277587890625
AAPL,2009-06-30,4.271623611450195
AAPL,2009-07-01,4.2836198806762695
AAPL,2009-07-02,4.199345588684082
AAPL,2009-07-06,4.1570587158203125
AAPL,2009-07-07,4.060787677764893
AAPL,2009-07-08,4.115370273590088
AAPL,2009-07-09,4.089578628540039
AAPL,2009-07-10,4.154358863830566
AAPL,2009-07-13,4.268925189971924
AAPL,2009-07-14,4.266825199127197
AAPL,2009-07-15,4.405084133148193
AAPL,2009-07-16,4.424280166625977
AAPL,2009-07-17,4.551140308380127
AAPL,2009-07-20,4.585931301116943
AAPL,2009-07-21,4.543943881988525
AAPL,2009-07-22,4.700795650482178
AAPL,2009-07-23,4.733187675476074
AAPL,2009-07-24,4.798267841339111
AAPL,2009-07-27,4.801565170288086
AAPL,2009-07-28,4.798567771911621
AAPL,2009-07-29,4.799466133117676
AAPL,2009-07-30,4.882241725921631
AAPL,2009-07-31,4.9002366065979
AAPL,2009-08-03,4.991409778594971
AAPL,2009-08-04,4.965018272399902
AAPL,2009-08-05,4.951821327209473
AAPL,2009-08-06,4.915831089019775
AAPL,2009-08-07,4.9638166427612305
AAPL,2009-08-10,4.94012451171875
AAPL,2009-08-11,4.8834428787231445
AAPL,2009-08-12,4.957820892333984
AAPL,2009-08-13,5.05109167098999
AAPL,2009-08-14,5.0019073486328125
AAPL,2009-08-17,4.7862701416015625
AAPL,2009-08-18,4.91853141784668
AAPL,2009-08-19,4.936525344848633
AAPL,2009-08-20,4.988410472869873
AAPL,2009-08-21,5.075084209442139
AAPL,2009-08-24,5.070285320281982
AAPL,2009-08-25,5.080482482910156
AAPL,2009-08-26,5.0208001136779785
AAPL,2009-08-27,5.081982612609863
AAPL,2009-08-28,5.099977970123291
AAPL,2009-08-31,5.044793128967285
AAPL,2009-09-01,4.957519054412842
AAPL,2009-09-02,4.953921318054199
AAPL,2009-09-03,4.99500846862793
AAPL,2009-09-04,5.10777473449707
AAPL,2009-09-08,5.186351776123047
AAPL,2009-09-09,5.132668495178223
AAPL,2009-09-10,5.175253868103027
AAPL,2009-09-11,5.163257598876953
AAPL,2009-09-14,5.21004581451416
AAPL,2009-09-15,5.253230094909668
AAPL,2009-09-16,5.454471111297607
AAPL,2009-09-17,5.534845352172852
AAPL,2009-09-18,5.5489420890808105
AAPL,2009-09-21,5.518953323364258
AAPL,2009-09-22,5.532747745513916
AAPL,2009-09-23,5.563337326049805
AAPL,2009-09-24,5.5129547119140625
AAPL,2009-09-25,5.469467639923096
AAPL,2009-09-28,5.5828328132629395
AAPL,2009-09-29,5.55974006652832
AAPL,2009-09-30,5.558840274810791
AAPL,2009-10-01,5.424180507659912
AAPL,2009-10-02,5.545342445373535
AAPL,2009-10-05,5.578932762145996
AAPL,2009-10-06,5.6985979080200195
AAPL,2009-10-07,5.705795764923096
AAPL,2009-10-08,5.6764044761657715
AAPL,2009-10-09,5.712392807006836
AAPL,2009-10-12,5.722590446472168
AAPL,2009-10-13,5.6988983154296875
AAPL,2009-10-14,5.736984729766846
AAPL,2009-10-15,5.715095043182373
AAPL,2009-10-16,5.6398162841796875
AAPL,2009-10-19,5.694099426269531
AAPL,2009-10-20,5.961019039154053
AAPL,2009-10-21,6.145763874053955
AAPL,2009-10-22,6.154162406921387
AAPL,2009-10-23,6.116373538970947
AAPL,2009-10-26,6.072586536407471
AAPL,2009-10-27,5.919333457946777
AAPL,2009-10-28,5.770277500152588
AAPL,2009-10-29,5.888741493225098
AAPL,2009-10-30,5.653310775756836
AAPL,2009-11-02,5.677605152130127
AAPL,2009-11-03,5.66080904006958
AAPL,2009-11-04,5.722590446472168
AAPL,2009-11-05,5.819162845611572
AAPL,2009-11-06,5.828459739685059
AAPL,2009-11-09,6.041995048522949
AAPL,2009-11-10,6.087581634521484
AAPL,2009-11-11,6.095680236816406
AAPL,2009-11-12,6.057892322540283
AAPL,2009-11-13,6.131669998168945
AAPL,2009-11-16,6.19705057144165
AAPL,2009-11-17,6.208146095275879
AAPL,2009-11-18,6.1769561767578125
AAPL,2009-11-19,6.013504505157471
AAPL,2009-11-20,5.995810508728027
AAPL,2009-11-23,6.174556255340576
AAPL,2009-11-24,6.131368160247803
AAPL,2009-11-25,6.123871803283691
AAPL,2009-11-27,6.015904426574707
AAPL,2009-11-30,5.995509147644043
AAPL,2009-12-01,5.907336235046387
AAPL,2009-12-02,5.8851399421691895
AAPL,2009-12-03,5.892642021179199
AAPL,2009-12-04,5.797868728637695
AAPL,2009-12-07,5.666807174682617
AAPL,2009-12-08,5.694397926330566
AAPL,2009-12-09,5.932230472564697
AAPL,2009-12-10,5.891140460968018
AAPL,2009-12-11,5.8383564949035645
AAPL,2009-12-14,5.90763521194458
AAPL,2009-12-15,5.823360919952393
AAPL,2009-12-16,5.849151611328125
AAPL,2009-12-17,5.754080295562744
AAPL,2009-12-18,5.861148834228516
AAPL,2009-12-21,5.94512414932251
AAPL,2009-12-22,6.009004592895508
AAPL,2009-12-23,6.061189651489258
AAPL,2009-12-24,6.269329071044922
AAPL,2009-12-28,6.346404552459717
AAPL,2009-12-29,6.2711262702941895
AAPL,2009-12-30,6.3473029136657715
AAPL,2009-12-31,6.320011615753174
AAPL,2010-01-04,6.4183831214904785
AAPL,2010-01-05,6.429481029510498
AAPL,2010-01-06,6.32720947265625
AAPL,2010-01-07,6.315514087677002
AAPL,2010-01-08,6.35750150680542
AAPL,2010-01-11,6.301418304443359
AAPL,2010-01-12,6.229738712310791
AAPL,2010-01-13,6.317612648010254
AAPL,2010-01-14,6.281023979187012
AAPL,2010-01-15,6.1760573387146
AAPL,2010-01-19,6.449275493621826
AAPL,2010-01-20,6.350002765655518
AAPL,2010-01-21,6.240235805511475
AAPL,2010-01-22,5.930728912353516
AAPL,2010-01-25,6.090280055999756
AAPL,2010-01-26,6.17635440826416
AAPL,2010-01-27,6.234538555145264
AAPL,2010-01-28,5.97691535949707
AAPL,2010-01-29,5.760079860687256
AAPL,2010-02-01,5.840156078338623
AAPL,2010-02-02,5.874043941497803
AAPL,2010-02-03,5.9751152992248535
AAPL,2010-02-04,5.759780406951904
AAPL,2010-02-05,5.862048149108887
AAPL,2010-02-08,5.8218607902526855
AAPL,2010-02-09,5.883943557739258
AAPL,2010-02-10,5.851853370666504
AAPL,2010-02-11,5.958320617675781
AAPL,2010-02-12,6.009605884552002
AAPL,2010-02-16,6.100177764892578
AAPL,2010-02-17,6.074686050415039
AAPL,2010-02-18,6.086081504821777
AAPL,2010-02-19,6.048293590545654
AAPL,2010-02-22,6.010805606842041
AAPL,2010-02-23,5.910033226013184
AAPL,2010-02-24,6.018002510070801
AAPL,2010-02-25,6.05819034576416
AAPL,2010-02-26,6.136769771575928
AAPL,2010-03-01,6.267828941345215
AAPL,2010-03-02,6.263630390167236
AAPL,2010-03-03,6.278023719787598
AAPL,2010-03-04,6.319411277770996
AAPL,2010-03-05,6.566536903381348
AAPL,2010-03-08,6.570436954498291
AAPL,2010-03-09,6.688602924346924
AAPL,2010-03-10,6.743185043334961
AAPL,2010-03-11,6.762982368469238
AAPL,2010-03-12,6.795971393585205
AAPL,2010-03-15,6.713194370269775
AAPL,2010-03-16,6.731490135192871
AAPL,2010-03-17,6.721592426300049
AAPL,2010-03-18,6.737488269805908
AAPL,2010-03-19,6.665511608123779
AAPL,2010-03-22,6.740488529205322
AAPL,2010-03-23,6.8487548828125
AAPL,2010-03-24,6.8790435791015625
AAPL,2010-03-25,6.797470569610596
AAPL,2010-03-26,6.924934387207031
AAPL,2010-03-29,6.969618320465088
AAPL,2010-03-30,7.07338809967041
AAPL,2010-03-31,7.047895431518555
AAPL,2010-04-01,7.076986789703369
AAPL,2010-04-05,7.152563095092773
AAPL,2010-04-06,7.184055805206299
AAPL,2010-04-07,7.21584415435791
AAPL,2010-04-08,7.196352958679199
AAPL,2010-04-09,7.251536846160889
AAPL,2010-04-12,7.266533374786377
AAPL,2010-04-13,7.270727634429932
AAPL,2010-04-14,7.368497371673584
AAPL,2010-04-15,7.4653706550598145
AAPL,2010-04-16,7.41978645324707
AAPL,2010-04-19,7.40988826751709
AAPL,2010-04-20,7.335509300231934
AAPL,2010-04-21,7.7742767333984375
AAPL,2010-04-22,7.9917144775390625
AAPL,2010-04-23,8.122471809387207
AAPL,2010-04-26,8.082588195800781
AAPL,2010-04-27,7.858852863311768
AAPL,2010-04-28,7.845658302307129
AAPL,2010-04-29,8.05679702758789
AAPL,2010-04-30,7.830359935760498
AAPL,2010-05-03,7.988112449645996
AAPL,2010-05-04,7.758082389831543
AAPL,2010-05-05,7.677406311035156
AAPL,2010-05-06,7.385294437408447
AAPL,2010-05-07,7.0736846923828125
AAPL,2010-05-10,7.617424488067627
AAPL,2010-05-11,7.693299293518066
AAPL,2010-05-12,7.8603515625
AAPL,2010-05-13,7.748483657836914
AAPL,2010-05-14,7.612325668334961
AAPL,2010-05-17,7.624322414398193
AAPL,2010-05-18,7.568539619445801
AAPL,2010-05-19,7.4479780197143555
AAPL,2010-05-20,7.130669116973877
AAPL,2010-05-21,7.267430305480957
AAPL,2010-05-24,7.40058708190918
AAPL,2010-05-25,7.354403018951416
AAPL,2010-05-26,7.321115493774414
AAPL,2010-05-27,7.598230361938477
AAPL,2010-05-28,7.704099178314209
AAPL,2010-06-01,7.822565078735352
AAPL,2010-06-02,7.916133880615234
AAPL,2010-06-03,7.891247749328613
AAPL,2010-06-04,7.676506042480469
AAPL,2010-06-07,7.525953769683838
AAPL,2010-06-08,7.477667808532715
AAPL,2010-06-09,7.293819427490234
AAPL,2010-06-10,7.51305627822876
AAPL,2010-06-11,7.603030204772949
AAPL,2010-06-14,7.626123428344727
AAPL,2010-06-15,7.7883734703063965
AAPL,2010-06-16,8.015108108520508
AAPL,2010-06-17,8.153664588928223
AAPL,2010-06-18,8.21964168548584
AAPL,2010-06-21,8.102683067321777
AAPL,2010-06-22,8.213045120239258
AAPL,2010-06-23,8.12667465209961
AAPL,2010-06-24,8.06758975982666
AAPL,2010-06-25,7.99860954284668
AAPL,2010-06-28,8.04659366607666
AAPL,2010-06-29,7.682802677154541
AAPL,2010-06-30,7.543646812438965
AAPL,2010-07-01,7.452176094055176
AAPL,2010-07-02,7.405990123748779
AAPL,2010-07-06,7.456673622131348
AAPL,2010-07-07,7.757784366607666
AAPL,2010-07-08,7.7403883934021
AAPL,2010-07-09,7.786275863647461
AAPL,2010-07-12,7.716395854949951
AAPL,2010-07-13,7.551745414733887
AAPL,2010-07-14,7.5796356201171875
AAPL,2010-07-15,7.5412468910217285
AAPL,2010-07-16,7.494764804840088
AAPL,2010-07-19,7.365200996398926
AAPL,2010-07-20,7.554442405700684
AAPL,2010-07-21,7.6249237060546875
AAPL,2010-07-22,7.768282413482666
AAPL,2010-07-23,7.795870780944824
AAPL,2010-07-26,7.776078224182129
AAPL,2010-07-27,7.920032978057861
AAPL,2010-07-28,7.826464653015137
AAPL,2010-07-29,7.7409868240356445
AAPL,2010-07-30,7.715198040008545
AAPL,2010-08-02,7.8531575202941895
AAPL,2010-08-03,7.855553150177002
AAPL,2010-08-04,7.887047290802002
AAPL,2010-08-05,7.84865665435791
AAPL,2010-08-06,7.8003668785095215
AAPL,2010-08-09,7.850157737731934
AAPL,2010-08-10,7.779974937438965
AAPL,2010-08-11,7.503459930419922
AAPL,2010-08-12,7.551445484161377
AAPL,2010-08-13,7.470769882202148
AAPL,2010-08-16,7.426980495452881
AAPL,2010-08-17,7.55684232711792
AAPL,2010-08-18,7.589832305908203
AAPL,2010-08-19,7.494161605834961
AAPL,2010-08-20,7.486961841583252
AAPL,2010-08-23,7.371798515319824
AAPL,2010-08-24,7.19575309753418
AAPL,2010-08-25,7.284523963928223
AAPL,2010-08-26,7.206246376037598
AAPL,2010-08-27,7.246434211730957
AAPL,2010-08-30,7.272828578948975
AAPL,2010-08-31,7.290825843811035
AAPL,2010-09-01,7.507657527923584
AAPL,2010-09-02,7.562840938568115
AAPL,2010-09-03,7.760781288146973
AAPL,2010-09-07,7.731991767883301
AAPL,2010-09-08,7.885243892669678
AAPL,2010-09-09,7.889744758605957
AAPL,2010-09-10,7.899940013885498
AAPL,2010-09-13,8.008810043334961
AAPL,2010-09-14,8.039397239685059
AAPL,2010-09-15,8.104178428649902
AAPL,2010-09-16,8.294622421264648
AAPL,2010-09-17,8.258636474609375
AAPL,2010-09-20,8.494367599487305
AAPL,2010-09-21,8.510558128356934
AAPL,2010-09-22,8.629925727844238
AAPL,2010-09-23,8.665010452270508
AAPL,2010-09-24,8.76698112487793
AAPL,2010-09-27,8.732192039489746
